Недела;Ден;Датум;Час;Просторија;Студиска програма;Семестар;предмет;тип на настава;проф/асс;Групи
18;Tuesday;2026-04-28;14:00;03 пред.;Магистер;9;Аптекарска практика;Предавање;Проф. д-p Ана Поцева Пановска;
18;Tuesday;2026-04-28;09:00;04 пред.;Диететика;4;Принципи на нутриционизмот;Предавање;Проф. д-р Тања Петреска Ивановска;
18;Tuesday;2026-04-28;10:00;04 пред.;Диететика;4;Принципи на нутриционизмот;Предавање;Проф. д-р Тања Петреска Ивановска;
18;Tuesday;2026-04-28;11:00;04 пред.;;;;Интерен состанок;Проф. д-р Зоран Стерјев;
18;Tuesday;2026-04-28;12:00;04 пред.;;;;Интерен состанок;Проф. д-р Зоран Стерјев;
18;Tuesday;2026-04-28;13:00;04 пред.;;;;Интерен состанок;Проф. д-р Зоран Стерјев;
18;Tuesday;2026-04-28;14:00;04 пред.;;;;Интерен состанок;Проф. д-р Зоран Стерјев;
18;Tuesday;2026-04-28;15:00;04 пред.;;;;Интерен состанок;Проф. д-р Зоран Стерјев;
18;Tuesday;2026-04-28;08:00;08 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
18;Tuesday;2026-04-28;09:00;08 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
18;Tuesday;2026-04-28;10:00;08 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
18;Tuesday;2026-04-28;08:00;09 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
18;Tuesday;2026-04-28;09:00;09 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
18;Tuesday;2026-04-28;10:00;09 лаб.;Лабораториско;2;Аналитичка хемија;Вежби;Доц. м-р Благој Ачевски;
18;Tuesday;2026-04-28;11:00;09 лаб.;Лабораториско;4;Молекуларни генетски анализи;Вежби;;
18;Tuesday;2026-04-28;12:00;09 лаб.;Лабораториско;4;Молекуларни генетски анализи;Вежби;;
18;Tuesday;2026-04-28;13:00;09 лаб.;Лабораториско;4;Молекуларни генетски анализи;Вежби;;
18;Tuesday;2026-04-28;08:00;10 лаб.;Лабораториско;6;Токсиколошки и форензички анализи;Вежби;Aсс. м-р Ана Марија Бајатовска;
18;Tuesday;2026-04-28;09:00;10 лаб.;Лабораториско;6;Токсиколошки и форензички анализи;Вежби;Aсс. м-р Ана Марија Бајатовска;
18;Tuesday;2026-04-28;10:00;10 лаб.;Лабораториско;6;Токсиколошки и форензички анализи;Вежби;Aсс. м-р Ана Марија Бајатовска;
18;Tuesday;2026-04-28;11:00;10 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Доц. м-р Ана Трајковска;
18;Tuesday;2026-04-28;12:00;10 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Доц. м-р Ана Трајковска;
18;Tuesday;2026-04-28;13:00;10 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Доц. м-р Ана Трајковска;
18;Tuesday;2026-04-28;14:00;10 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Доц. м-р Ана Трајковска;
18;Tuesday;2026-04-28;08:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-р Јелена Ацевска;
18;Tuesday;2026-04-28;09:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-р Јелена Ацевска;
18;Tuesday;2026-04-28;10:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-р Јелена Ацевска;
18;Tuesday;2026-04-28;11:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-р Јелена Ацевска;
18;Tuesday;2026-04-28;12:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-р Јелена Ацевска;
18;Tuesday;2026-04-28;14:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-р Јелена Ацевска;
18;Tuesday;2026-04-28;15:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-р Јелена Ацевска;
18;Tuesday;2026-04-28;16:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-р Јелена Ацевска;
18;Tuesday;2026-04-28;17:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-р Јелена Ацевска;
18;Tuesday;2026-04-28;18:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-р Јелена Ацевска;
18;Tuesday;2026-04-28;19:00;11 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-р Јелена Ацевска;
18;Tuesday;2026-04-28;08:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-p Катерина Брезовска;
18;Tuesday;2026-04-28;09:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-p Катерина Брезовска;
18;Tuesday;2026-04-28;10:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-p Катерина Брезовска;
18;Tuesday;2026-04-28;11:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-p Катерина Брезовска;
18;Tuesday;2026-04-28;12:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-p Катерина Брезовска;
18;Tuesday;2026-04-28;14:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-p Катерина Брезовска;
18;Tuesday;2026-04-28;15:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-p Катерина Брезовска;
18;Tuesday;2026-04-28;16:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-p Катерина Брезовска;
18;Tuesday;2026-04-28;17:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-p Катерина Брезовска;
18;Tuesday;2026-04-28;18:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-p Катерина Брезовска;
18;Tuesday;2026-04-28;19:00;12 лаб.;Магистер;8;Аналитика на лекови и легислатива;Вежби;Проф. д-p Катерина Брезовска;
18;Tuesday;2026-04-28;11:00;14 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Aсс. м-р Искра Давкова;
18;Tuesday;2026-04-28;12:00;14 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Aсс. м-р Искра Давкова;
18;Tuesday;2026-04-28;13:00;14 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Aсс. м-р Филип Тодоров;
18;Tuesday;2026-04-28;14:00;14 лаб.;Магистер;2;Фармацевтска ботаника и биологија;Вежби;Aсс. м-р Филип Тодоров;
18;Tuesday;2026-04-28;08:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;1 и 2
18;Tuesday;2026-04-28;09:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;1 и 2
18;Tuesday;2026-04-28;10:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;1 и 2
18;Tuesday;2026-04-28;11:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;1 и 2
18;Tuesday;2026-04-28;16:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;3 и 4
18;Tuesday;2026-04-28;17:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;3 и 4
18;Tuesday;2026-04-28;18:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;3 и 4
18;Tuesday;2026-04-28;19:00;Инст. за Физиологија;Магистер;4;Анатомија и физологија;Вежби;;3 и 4
18;Tuesday;2026-04-28;13:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
18;Tuesday;2026-04-28;14:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
18;Tuesday;2026-04-28;15:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
18;Tuesday;2026-04-28;16:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
18;Wednesday;2026-04-29;09:00;01 пред.;Магистер;8;Вовед во клиничката фармација;Предавање;;
18;Wednesday;2026-04-29;10:00;01 пред.;Магистер;8;Вовед во клиничката фармација;Предавање;;
18;Wednesday;2026-04-29;11:00;01 пред.;Магистер;6;Фармацевтска хемија 2;Предавање;;
18;Wednesday;2026-04-29;12:00;01 пред.;Магистер;6;Фармацевтска хемија 2;Предавање;;
18;Wednesday;2026-04-29;13:00;01 пред.;Магистер;6;Фармацевтска хемија 2;Предавање;;
18;Wednesday;2026-04-29;14:00;01 пред.;Лабораториско;4;Микробиологија со имунологија;Предавање;;
18;Wednesday;2026-04-29;15:00;01 пред.;Лабораториско;4;Микробиологија со имунологија;Предавање;;
18;Wednesday;2026-04-29;08:00;02 пред.;Магистер;4;Фитохемија;Предавање;Проф. д-p Ѓоше Стефков;
18;Wednesday;2026-04-29;09:00;02 пред.;Магистер;4;Фитохемија;Предавање;Проф. д-p Ѓоше Стефков;
18;Wednesday;2026-04-29;10:00;02 пред.;Магистер;4;Фитохемија;Предавање;Проф. д-p Ѓоше Стефков;
18;Wednesday;2026-04-29;11:00;02 пред.;Магистер;8;Аналитика на лекови и легислатива;Предавање;;
18;Wednesday;2026-04-29;12:00;02 пред.;Магистер;8;Аналитика на лекови и легислатива;Предавање;;
18;Wednesday;2026-04-29;13:00;02 пред.;Магистер;8;Аналитика на лекови и легислатива;Предавање;;
18;Wednesday;2026-04-29;14:00;02 пред.;Лабораториско;6;Клиничко биохемиски анализи;Предавање;Проф. д-р Марија Хиљадникова Бајро;
18;Wednesday;2026-04-29;15:00;02 пред.;Лабораториско;6;Клиничко биохемиски анализи;Предавање;Проф. д-р Марија Хиљадникова Бајро;
18;Wednesday;2026-04-29;16:00;02 пред.;Лабораториско;6;Клиничко биохемиски анализи;Предавање;Проф. д-р Марија Хиљадникова Бајро;
18;Wednesday;2026-04-29;08:00;03 пред.;Лабораториско;2;Молекуларна биологија и генетика;Предавање;Доц. м-р Елизабета Крстевска Божиновиќ;
18;Wednesday;2026-04-29;09:00;03 пред.;Лабораториско;2;Молекуларна биологија и генетика;Предавање;Доц. м-р Елизабета Крстевска Божиновиќ;
18;Wednesday;2026-04-29;10:00;03 пред.;Лабораториско;2;Молекуларна биологија и генетика;Предавање;Доц. м-р Елизабета Крстевска Божиновиќ;
18;Wednesday;2026-04-29;11:00;03 пред.;Магистер;2;Органска хемија применета во фармација;Предавање;Доц. м-р Олга Гигопулу;
18;Wednesday;2026-04-29;12:00;03 пред.;Магистер;2;Органска хемија применета во фармација;Предавање;Доц. м-р Олга Гигопулу;
18;Wednesday;2026-04-29;13:00;03 пред.;Магистер;2;Органска хемија применета во фармација;Предавање;Доц. м-р Олга Гигопулу;
18;Wednesday;2026-04-29;09:00;04 пред.;;;;Одбрана специјалистички труд;Проф. д-p Јасмина Тониќ рибарска;
18;Wednesday;2026-04-29;10:00;04 пред.;;;;Одбрана специјалистички труд;Проф. д-p Јасмина Тониќ рибарска;
18;Wednesday;2026-04-29;11:00;04 пред.;Диететика;6;Основи на фармакотерапија и терапевтска исхрана;Предавање;Проф. д-р Александра Капедановска Несторовска;
18;Wednesday;2026-04-29;12:00;04 пред.;Диететика;6;Основи на фармакотерапија и терапевтска исхрана;Предавање;Проф. д-р Александра Капедановска Несторовска;
18;Wednesday;2026-04-29;13:00;04 пред.;Диететика;6;Токсикологија на храна;Предавање;;
18;Wednesday;2026-04-29;14:00;04 пред.;Диететика;6;Токсикологија на храна;Предавање;;
18;Wednesday;2026-04-29;08:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
18;Wednesday;2026-04-29;09:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
18;Wednesday;2026-04-29;10:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
18;Wednesday;2026-04-29;14:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
18;Wednesday;2026-04-29;15:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
18;Wednesday;2026-04-29;16:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
18;Wednesday;2026-04-29;08:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
18;Wednesday;2026-04-29;09:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
18;Wednesday;2026-04-29;10:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
18;Wednesday;2026-04-29;14:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
18;Wednesday;2026-04-29;15:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
18;Wednesday;2026-04-29;16:00;09 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
18;Wednesday;2026-04-29;11:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Вероника Стоилковска Ѓоргиевска;
18;Wednesday;2026-04-29;12:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Вероника Стоилковска Ѓоргиевска;
18;Wednesday;2026-04-29;13:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Вероника Стоилковска Ѓоргиевска;
18;Wednesday;2026-04-29;14:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Вероника Стоилковска Ѓоргиевска;
18;Wednesday;2026-04-29;15:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Вероника Стоилковска Ѓоргиевска;
18;Wednesday;2026-04-29;16:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Вероника Стоилковска Ѓоргиевска;
18;Wednesday;2026-04-29;17:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Вероника Стоилковска Ѓоргиевска;
18;Wednesday;2026-04-29;18:00;10 лаб.;Магистер;4;Фитохемија;Вежби;Доц. м-р Вероника Стоилковска Ѓоргиевска;
18;Wednesday;2026-04-29;08:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
18;Wednesday;2026-04-29;09:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
18;Wednesday;2026-04-29;10:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
18;Wednesday;2026-04-29;11:00;11 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;Асс. м-р Олга Гигопулу;
18;Wednesday;2026-04-29;12:00;11 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;Асс. м-р Олга Гигопулу;
18;Wednesday;2026-04-29;13:00;11 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;Асс. м-р Олга Гигопулу;
18;Wednesday;2026-04-29;14:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
18;Wednesday;2026-04-29;15:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
18;Wednesday;2026-04-29;16:00;11 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
18;Wednesday;2026-04-29;17:00;11 лаб.;Диететика;6;Токсикологија на храна;Вежби;;
18;Wednesday;2026-04-29;18:00;11 лаб.;Диететика;6;Токсикологија на храна;Вежби;;
18;Wednesday;2026-04-29;08:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
18;Wednesday;2026-04-29;09:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
18;Wednesday;2026-04-29;10:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
18;Wednesday;2026-04-29;11:00;12 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;Асс. м-р Олга Гигопулу;
18;Wednesday;2026-04-29;12:00;12 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;Асс. м-р Олга Гигопулу;
18;Wednesday;2026-04-29;13:00;12 лаб.;Лабораториско;2;Основи на органска хемија;Вежби;Асс. м-р Олга Гигопулу;
18;Wednesday;2026-04-29;14:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
18;Wednesday;2026-04-29;15:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
18;Wednesday;2026-04-29;16:00;12 лаб.;Магистер;6;Фармацевтска хемија 2;Вежби;;
18;Wednesday;2026-04-29;11:00;14 лаб.;Магистер;4;Фитохемија;Вежби;Aсс. м-р Искра Давкова;
18;Wednesday;2026-04-29;12:00;14 лаб.;Магистер;4;Фитохемија;Вежби;Aсс. м-р Искра Давкова;
18;Wednesday;2026-04-29;13:00;14 лаб.;Магистер;4;Фитохемија;Вежби;Aсс. м-р Искра Давкова;
18;Wednesday;2026-04-29;14:00;14 лаб.;Магистер;4;Фитохемија;Вежби;Aсс. м-р Искра Давкова;
18;Wednesday;2026-04-29;15:00;14 лаб.;Магистер;4;Фитохемија;Вежби;Aсс. м-р Филип Тодоров;
18;Wednesday;2026-04-29;16:00;14 лаб.;Магистер;4;Фитохемија;Вежби;Aсс. м-р Филип Тодоров;
18;Wednesday;2026-04-29;17:00;14 лаб.;Магистер;4;Фитохемија;Вежби;Aсс. м-р Филип Тодоров;
18;Wednesday;2026-04-29;18:00;14 лаб.;Магистер;4;Фитохемија;Вежби;Aсс. м-р Филип Тодоров;
18;Wednesday;2026-04-29;13:00;Инст. за микро. ;Лабораториско;4;Микробиологија со имунологија;Вежби;;
18;Wednesday;2026-04-29;14:00;Инст. за микро. ;Лабораториско;4;Микробиологија со имунологија;Вежби;;
18;Wednesday;2026-04-29;15:00;Инст. за микро. ;Лабораториско;4;Микробиологија со имунологија;Вежби;;
18;Thursday;2026-04-30;09:00;01 пред.;Лабораториско;4;Анализа на прехранбени производи;Предавање;Доц. д-р Зоран Живиќ;
18;Thursday;2026-04-30;10:00;01 пред.;Лабораториско;4;Анализа на прехранбени производи;Предавање;Доц. д-р Зоран Живиќ;
18;Thursday;2026-04-30;11:00;01 пред.;Магистер;6;Хомеопатски лекови (изборен);Предавање;Проф. д-р Маја Симоноска Црцаревска;
18;Thursday;2026-04-30;12:00;01 пред.;Магистер;6;Хомеопатски лекови (изборен);Предавање;Проф. д-р Маја Симоноска Црцаревска;
18;Thursday;2026-04-30;13:00;01 пред.;Лабораториско;2;Аналитичка хемија;Предавање;;
18;Thursday;2026-04-30;14:00;01 пред.;Лабораториско;2;Аналитичка хемија;Предавање;;
18;Thursday;2026-04-30;15:00;01 пред.;Лабораториско;2;Пребарување и користење на извори на информации;Предавање;;
18;Thursday;2026-04-30;16:00;01 пред.;Лабораториско;2;Пребарување и користење на извори на информации;Предавање;;
18;Thursday;2026-04-30;09:00;02 пред.;Магистер;4;Фармацевтска ботаника;Предавање;Проф. д-p Ѓоше Стефков;
18;Thursday;2026-04-30;10:00;02 пред.;Магистер;4;Фармацевтска ботаника;Предавање;Проф. д-p Ѓоше Стефков;
18;Thursday;2026-04-30;11:00;02 пред.;Лабораториско;2;Аналитичка хемија;Вежби;;
18;Thursday;2026-04-30;12:00;02 пред.;Лабораториско;2;Аналитичка хемија;Вежби;;
18;Thursday;2026-04-30;08:00;03 пред.;Магистер;8;Клиничка биохемија;Предавање;Проф. д-р Марија Хиљадникова Бајро;
18;Thursday;2026-04-30;09:00;03 пред.;Магистер;8;Клиничка биохемија;Предавање;Проф. д-р Марија Хиљадникова Бајро;
18;Thursday;2026-04-30;10:00;03 пред.;Магистер;8;Клиничка биохемија;Предавање;Проф. д-р Марија Хиљадникова Бајро;
18;Thursday;2026-04-30;11:00;03 пред.;Магистер;2;Физичка хемија за фармацевти;Предавање;;
18;Thursday;2026-04-30;12:00;03 пред.;Магистер;2;Физичка хемија за фармацевти;Предавање;;
18;Thursday;2026-04-30;13:00;03 пред.;Магистер;2;Физичка хемија за фармацевти;Предавање;;
18;Thursday;2026-04-30;09:00;04 пред.;Диететика;4;Моделирање и оптимизирање во нутриционизам и диететика;Предавање;;
18;Thursday;2026-04-30;10:00;04 пред.;Диететика;4;Моделирање и оптимизирање во нутриционизам и диететика;Предавање;;
18;Thursday;2026-04-30;08:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
18;Thursday;2026-04-30;09:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
18;Thursday;2026-04-30;10:00;08 лаб.;Магистер;2;Физичка хемија за фармацевти;Вежби;;
18;Thursday;2026-04-30;11:00;10 лаб.;Лабораториско;4;Анализа на прехранбени производи;Вежби;Aсс. м-р Ана Марија Бајатовска;
18;Thursday;2026-04-30;12:00;10 лаб.;Лабораториско;4;Анализа на прехранбени производи;Вежби;Aсс. м-р Ана Марија Бајатовска;
18;Thursday;2026-04-30;13:00;10 лаб.;Лабораториско;4;Анализа на прехранбени производи;Вежби;Aсс. м-р Ана Марија Бајатовска;
18;Thursday;2026-04-30;11:00;12 лаб.;Магистер;4;Фармацевтска ботаника;Вежби;Доц. м-р Вероника Стоилковска Ѓоргиевска;
18;Thursday;2026-04-30;12:00;12 лаб.;Магистер;4;Фармацевтска ботаника;Вежби;Доц. м-р Вероника Стоилковска Ѓоргиевска;
18;Thursday;2026-04-30;11:00;14 лаб.;Магистер;4;Фармацевтска ботаника;Вежби;Aсс. м-р Искра Давкова;
18;Thursday;2026-04-30;12:00;14 лаб.;Магистер;4;Фармацевтска ботаника;Вежби;Aсс. м-р Филип Тодоров;
18;Thursday;2026-04-30;13:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
18;Thursday;2026-04-30;14:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
18;Thursday;2026-04-30;15:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
18;Thursday;2026-04-30;16:00;НФИЦ;Магистер;8;Фармакоинформатика;Вежби;;
19;понеделник;4-May;9:00;01 пред.;Лабораториско;4;Патофизиологија со патологија;Предавање;;
19;понеделник;4-May;10:00;01 пред.;Лабораториско;4;Патофизиологија со патологија;Предавање;;
19;понеделник;4-May;11:00;01 пред.;Магистер;4;Фармацевтска хемија 1;Предавање;;
19;понеделник;4-May;12:00;01 пред.;Магистер;4;Фармацевтска хемија 1;Предавање;;
19;понеделник;4-May;13:00;01 пред.;Магистер;4;Фармацевтска хемија 1;Предавање;;
19;понеделник;4-May;14:00;01 пред.;Лабораториско;2;Основи на физичка хемија;Предавање;Проф. д-р Наталија Наков;
19;понеделник;4-May;15:00;01 пред.;Лабораториско;2;Основи на физичка хемија;Предавање;Проф. д-р Наталија Наков;
19;понеделник;4-May;9:00;02 пред.;Магистер;6;Основи на фитотерапијата;Предавање;Проф. д-р Марија Карапанџова;
19;понеделник;4-May;10:00;02 пред.;Магистер;6;Основи на фитотерапијата;Предавање;Проф. д-р Марија Карапанџова;
19;понеделник;4-May;11:00;02 пред.;Магистер;6;Основи на фитотерапијата;Предавање;Проф. д-р Марија Карапанџова;
19;понеделник;4-May;12:00;02 пред.;Магистер;8;Токсикологија;Предавање;Проф. д-p Татјана Кадифкова Пановска;
19;понеделник;4-May;13:00;02 пред.;Магистер;8;Токсикологија;Предавање;Проф. д-p Татјана Кадифкова Пановска;
19;понеделник;4-May;14:00;02 пред.;Магистер;8;Токсикологија;Предавање;Проф. д-p Татјана Кадифкова Пановска;
19;понеделник;4-May;15:00;02 пред.;Магистер;8;Токсикологија;Предавање;Проф. д-p Татјана Кадифкова Пановска;
19;понеделник;4-May;8:00;03 пред.;Лабораториско;2;Основи на органска хемија;Предавање;;
19;понеделник;4-May;9:00;03 пред.;Лабораториско;2;Основи на органска хемија;Предавање;;
19;понеделник;4-May;10:00;03 пред.;Лабораториско;2;Основи на органска хемија;Предавање;;
19;понеделник;4-May;11:00;03 пред.;Магистер;2;Молекуларно клеточна биологија и генетика;Предавање;;
19;понеделник;4-May;12:00;03 пред.;Магистер;2;Молекуларно клеточна биологија и генетика;Предавање;;
19;понеделник;4-May;13:00;03 пред.;Магистер;2;Молекуларно клеточна биологија и генетика;Предавање;;
19;понеделник;4-May;11:00;04 пред.;Лабораториско;4;Патофизиологија со патологија;Вежби;;
19;понеделник;4-May;12:00;04 пред.;Лабораториско;4;Патофизиологија со патологија;Вежби;;
19;понеделник;4-May;8:00;08 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
19;понеделник;4-May;9:00;08 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
19;понеделник;4-May;10:00;08 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
19;понеделник;4-May;11:00;08 лаб.;Лабораториско;2;Основи на физичка хемија;Вежби;;
19;понеделник;4-May;12:00;08 лаб.;Лабораториско;2;Основи на физичка хемија;Вежби;;
19;понеделник;4-May;13:00;08 лаб.;Лабораториско;2;Основи на физичка хемија;Вежби;;
19;понеделник;4-May;14:00;08 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
19;понеделник;4-May;15:00;08 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
19;понеделник;4-May;16:00;08 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
19;понеделник;4-May;8:00;09 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
19;понеделник;4-May;9:00;09 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
19;понеделник;4-May;10:00;09 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
19;понеделник;4-May;11:00;09 лаб.;Лабораториско;2;Основи на физичка хемија;Вежби;;
19;понеделник;4-May;12:00;09 лаб.;Лабораториско;2;Основи на физичка хемија;Вежби;;
19;понеделник;4-May;13:00;09 лаб.;Лабораториско;2;Основи на физичка хемија;Вежби;;
19;понеделник;4-May;14:00;09 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
19;понеделник;4-May;15:00;09 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
19;понеделник;4-May;16:00;09 лаб.;Магистер;2;Молекуларно клеточна биологија и генетика;Вежби;;
19;понеделник;4-May;8:00;10 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
19;понеделник;4-May;9:00;10 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
19;понеделник;4-May;10:00;10 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
19;понеделник;4-May;11:00;10 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
19;понеделник;4-May;16:00;10 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
19;понеделник;4-May;17:00;10 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
19;понеделник;4-May;18:00;10 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
19;понеделник;4-May;19:00;10 лаб.;Магистер;8;Токсикологија;Вежби;Aсс. м-р Ана Марија Бајатовска;
19;понеделник;4-May;8:00;11 лаб.;Магистер;4;Фармацевтска хемија 1;Вежби;;
19;понеделник;4-May;9:00;11 лаб.;Магистер;4;Фармацевтска хемија 1;Вежби;;
19;понеделник;4-May;10:00;11 лаб.;Магистер;4;Фармацевтска хемија 1;Вежби;;
19;понеделник;4-May;14:00;11 лаб.;Магистер;4;Фармацевтска хемија 1;Вежби;;
19;понеделник;4-May;15:00;11 лаб.;Магистер;4;Фармацевтска хемија 1;Вежби;;
19;понеделник;4-May;16:00;11 лаб.;Магистер;4;Фармацевтска хемија 1;Вежби;;
